Key;Anzahl
4688;2
10376;1
14736;2
14735;1
14734;1
10379;1
14733;1
10380;1
10383;4
6401;1
2044;14
3376;2
2042;3
3374;2
2041;1
22369;1
14749;1
766;257
768;3
4698;3
21030;1
767;1
10386;1
769;23
14747;1
10389;1
14746;1
21005;3
21006;1
10350;2
21000;1
3386;1
3385;1
21009;1
3383;1
21007;2
21008;3
10359;2
772;31
775;15
3377;5
776;1
3378;1
14710;1
10351;1
10352;1
10353;1
6404;2
6405;2
6407;1
14713;1
10357;1
14712;4
10358;5
14711;1
6420;1
21011;1
2066;4
3397;1
2067;1
22344;1
2065;11
3396;1
22343;1
2062;10
22346;2
2063;3
3394;1
780;1
22348;2
2061;30
782;9
781;12
786;45
785;1
11693;1
10365;1
10367;4
14724;1
10368;3
6431;1
5101;1
5100;2
6433;1
5103;3
5102;1
2077;21
2074;3
2071;1
790;1
2072;1
792;27
796;3
3399;4
2069;3
6424;1
6425;1
12998;1
12995;1
6443;1
5114;6
11670;1
2088;1
2086;1
2084;1
14707;1
14706;1
10349;1
14705;1
14704;1
2079;6
14709;1
5105;2
5104;3
10344;2
14703;2
5108;1
14702;1
10345;5
14701;1
14700;1
6451;1
6452;1
6454;2
6455;1
5124;1
2097;1
2096;1
2094;1
6446;2
5116;1
12972;2
6447;2
12971;2
6448;3
5117;13
11641;7
5119;1
12973;2
5130;82
5132;60
6462;1
5131;10
5136;5
6467;1
5135;2
12983;5
6457;1
5126;26
11652;13
6471;1
5141;1
6472;1
6473;1
5143;3
5142;6
5145;10
6475;1
14695;1
12031;2
6477;1
9501;2
14693;1
6478;1
14699;1
5138;1
14698;1
9510;1
6483;1
12040;1
12042;1
5155;1
12043;2
9511;1
12045;1
5149;4
9507;1
9506;2
12046;1
12047;1
12048;1
12049;1
9509;2
9508;1
5163;1
9520;2
6495;4
5165;6
6496;1
5166;2
5169;2
14671;2
5168;16
14675;1
9519;4
9532;2
5173;6
9530;1
5175;4
14683;1
8203;4
8202;1
5179;1
5170;1
9529;1
12028;2
14689;1
5185;3
9542;2
8211;3
5184;1
5187;6
5186;5
2909;1
8214;1
5180;2
5183;1
5182;6
2908;11
2905;3
2906;1
2903;7
2904;2
2901;2
2902;1
14656;1
5196;1
5198;1
9551;2
14662;1
5199;1
9557;1
9556;5
8224;1
12000;1
5190;2
5192;1
5193;3
14666;1
14665;1
12003;1
8217;2
9548;1
12005;1
14669;5
12006;1
8234;2
8233;2
8232;3
8237;1
8235;6
22253;1
22258;1
22259;1
2921;5
14638;2
22250;1
2927;12
2928;2
2925;2
2923;1
9576;1
8244;3
9574;1
8242;2
9573;1
14640;1
8247;1
9578;1
8246;1
8240;2
1602;5
22263;1
14643;1
2936;7
2937;2
1604;1
2935;6
8256;1
21820;1
8254;2
8253;1
9589;2
8258;6
21827;1
21828;1
21825;1
9583;1
21823;1
8251;2
21821;1
8250;1
9580;1
1610;1
2941;9
1611;53
21819;1
19507;2
2947;2
1614;13
1615;3
21830;1
9598;1
8266;3
20500;1
21831;6
8265;3
9596;1
9590;1
20505;1
20506;1
8263;1
20503;1
9594;2
8262;1
21835;1
9593;1
20501;1
9592;1
21833;1
20502;1
9591;1
2952;4
2950;1
2951;3
19518;2
19519;5
1627;3
19514;1
19516;1
12093;1
8276;5
12094;1
12095;2
12096;1
8274;5
12090;1
8272;1
8271;1
1634;1
1635;3
2960;7
1638;2
1639;1
1637;1
2968;1
8287;1
8281;1
21817;1
21814;1
21815;1
21812;1
8285;2
21811;1
1645;3
2976;1
1646;4
2977;2
1643;15
2972;1
2970;1
1640;5
2971;2
1649;3
1647;4
1648;2
8299;18
2991;2
8291;1
8295;1
1654;6
1652;2
2983;8
1653;2
2984;7
1650;5
1651;5
12082;3
12085;1
12087;1
1670;1
1667;3
1668;1
1665;3
1666;2
2997;7
1663;2
2994;1
1664;3
2992;3
12089;1
1669;1
1680;5
4706;2
1672;1
1673;1
12057;1
4700;1
4702;5
4701;1
4703;2
12060;1
12062;2
12063;1
12065;2
1692;1
1693;1
1690;1
1691;1
1687;2
1688;1
4718;1
1686;4
12067;1
12069;1
4714;9
4728;7
11746;1
10415;1
10416;4
11747;1
11748;1
1696;3
11749;1
1697;6
10419;1
1694;9
1695;1
10413;1
4740;1
10425;1
4739;53
10426;1
11757;2
3406;2
4738;8
10427;1
3404;4
3401;5
3402;4
3400;10
4730;4
803;22
802;1
10421;1
10422;1
807;20
4737;3
10423;1
3407;1
10424;1
809;5
808;5
19688;1
4751;74
19684;1
3420;6
11724;1
11726;1
810;3
812;8
811;3
4744;1
4743;5
816;31
4746;2
11722;2
819;14
19694;1
3430;4
2100;6
19690;2
10403;1
3427;3
10404;7
11737;2
3423;2
3424;9
821;14
10409;2
820;3
3422;4
4753;1
822;18
4752;7
824;2
11730;2
826;16
4759;2
10402;5
11733;1
19664;1
19665;1
19666;1
20651;1
19667;1
20652;1
4771;2
4770;1
19663;1
2110;2
2111;2
2107;1
11701;9
2103;1
11705;1
11707;1
2102;54
833;13
835;11
838;1
837;4
4769;1
4780;1
20662;1
19671;1
19672;1
4784;1
4783;2
11709;1
3450;4
3451;128
20668;5
2118;3
3449;4
2119;2
11713;1
3447;1
11714;1
3448;3
3445;1
843;1
2112;4
3443;1
842;3
2113;180
4775;1
4774;1
4777;1
4776;2
4779;3
4778;3
11711;1
21962;1
21963;1
4791;1
3464;30
21968;1
3460;83
21964;1
3456;4
3457;2
3454;6
4786;4
21974;2
21970;1
6500;2
3472;7
21977;3
2140;29
21975;8
21976;1
3469;1
2139;131
3467;1
867;26
866;2
869;5
868;30
4798;1
19658;3
19659;2
10493;1
6511;1
2154;6
3485;6
22474;1
22473;1
2152;5
2150;2
3481;53
2151;1
870;4
6509;3
2149;2
3478;11
873;2
2148;3
2145;1
22472;1
22471;1
6501;1
6502;5
10495;1
10496;3
10497;1
10498;1
6505;1
6507;1
6508;1
6521;1
6522;1
3494;3
3492;1
2162;1
3493;2
3491;4
880;1
2158;1
889;4
888;1
6513;15
6514;6
6515;1
6517;3
6518;1
6519;1
22459;1
21124;1
5200;1
21123;1
6532;1
21120;1
5201;1
6533;6
21121;1
2176;1
22452;1
2177;1
22451;1
22453;1
21128;1
22457;1
21129;1
894;13
3498;3
22450;1
3499;8
6523;1
899;1
6525;4
6526;1
6527;1
14835;1
10476;1
6528;1
14834;1
6529;2
10479;1
6540;2
6541;2
6542;1
6543;2
5213;2
6544;2
5212;1
2188;2
2186;1
2183;1
2184;1
22466;1
22469;1
2182;2
6534;5
21130;2
6535;1
6536;17
5206;2
5205;2
6538;1
5208;2
10488;2
6539;1
5209;1
22438;1
22439;1
6552;1
5222;2
11780;1
5223;1
2197;1
2195;1
2192;1
2193;3
10458;4
14817;3
10459;2
14816;1
14814;2
14818;1
6545;2
6546;2
5214;1
6547;3
11784;3
5216;6
6548;1
11785;1
6549;1
14813;1
10455;2
11786;1
14812;1
14811;7
10456;2
14810;1
11790;2
11791;1
22441;1
22444;1
21118;1
10469;1
5226;1
6556;2
6557;6
11793;1
5225;2
10463;2
5228;1
6559;10
6570;1
6571;1
6572;8
5242;1
6574;1
5243;1
6575;1
6576;1
6577;1
11768;5
11769;4
6567;3
11760;2
6568;1
11761;1
6569;1
11762;5
11763;18
11764;5
10435;6
5251;1
6581;2
6583;3
5252;2
6584;1
6585;2
5254;7
5256;34
22425;1
6580;4
14806;1
14809;1
14808;1
11770;1
6578;1
9605;1
6579;1
11772;15
9604;1
5249;2
11773;15
11774;3
9609;1
11775;3
14801;4
11776;2
14800;1
11777;4
5262;27
5261;4
5264;1
5263;10
12151;6
12152;1
5265;8
12153;1
6599;1
12154;1
5267;1
9621;1
5260;16
6591;1
9617;5
5259;12
12156;1
12157;1
9614;1
9618;1
5273;4
5272;6
5275;1
8303;1
8302;1
9633;1
8301;29
5271;2
5270;4
9628;1
5269;2
9629;1
14790;1
5283;1
8314;2
12131;1
8313;6
12132;1
5282;1
5281;3
12133;1
14798;2
21086;2
12134;1
14796;2
12137;1
21081;1
12138;1
12139;2
8309;1
21080;1
8322;8
8321;4
9652;1
5294;1
8320;2
9657;3
8326;1
12140;1
5299;1
5298;3
9656;1
12142;1
12143;1
5290;6
5292;2
12144;1
12145;1
9649;1
9648;1
8316;1
12147;3
9647;1
12148;2
21091;1
9664;1
8332;1
9663;2
7000;1
8331;4
9662;14
7002;3
7003;1
8337;1
8336;1
8335;1
7006;1
8334;1
12110;1
12111;1
14776;1
12112;1
14775;1
8328;1
12113;1
12114;1
12115;1
12117;1
12118;1
7011;1
21078;5
8348;1
8346;1
21076;9
7017;1
12121;1
8340;1
12122;1
21074;6
12123;1
21072;5
8339;1
21073;3
8338;1
9669;1
21071;8
14789;3
12128;1
12129;1
8355;1
9686;3
21049;1
8354;1
9685;1
8353;2
9683;2
8359;1
10391;2
8358;3
7026;2
9689;1
10393;1
10394;1
9687;1
22370;1
14754;1
10396;1
1717;2
10397;2
14752;1
14751;1
1715;32
7032;2
9697;1
9696;3
8364;1
9695;2
8363;1
9694;1
8368;1
9699;1
9698;1
9693;1
8361;1
9692;1
9691;3
7031;2
12108;2
12109;2
1720;1
21050;1
1726;2
12105;1
1724;4
1725;2
8377;3
7044;1
21941;1
8379;3
7049;1
21948;1
21947;1
7040;2
21945;1
1733;6
1731;5
1739;48
19625;1
19627;1
21952;1
8385;4
7057;4
21950;1
21959;1
21957;1
21958;1
8384;2
7050;2
21955;2
8383;2
7051;4
21956;1
7052;4
21953;1
8381;7
1740;29
1748;1
1746;4
1747;22
19638;2
8399;2
7066;1
19600;1
8397;5
7068;1
7060;1
7062;2
8393;5
7063;2
21920;2
21921;2
1756;1
1754;1
21919;3
1752;1
1750;1
1757;1
7076;1
7077;1
21930;1
7078;1
7079;1
21938;5
7070;3
7071;1
21933;1
7074;1
1767;4
1764;15
21928;1
7087;1
12192;4
1781;1
7080;1
21902;1
7083;1
21900;6
7084;2
21901;5
7085;2
4805;1
1775;1
1776;2
1791;1
7090;1
1790;1
1788;1
4816;2
4815;10
4818;1
1787;1
4817;1
4811;4
4813;1
12176;1
1797;5
1796;1
1793;1
1794;1
12179;1
4823;1
12180;1
3504;1
3500;6
3501;14
900;65
902;29
4832;1
901;2
4831;3
904;1
3508;4
4834;4
903;5
4833;1
906;1
905;5
908;5
907;4
909;2
3515;13
4849;2
4848;1
3513;76
10537;8
3514;3
10538;1
11869;1
3512;8
911;1
4840;2
913;1
4843;5
11860;2
912;5
10530;12
915;22
10531;1
914;8
4844;16
11863;1
917;6
916;1
3518;6
10534;1
919;12
22525;1
22528;1
22527;1
4861;1
22524;1
11877;1
3527;2
10548;4
10549;5
924;2
923;4
4853;2
11872;1
926;64
4856;12
4855;7
11874;1
4858;5
10544;2
11875;2
927;15
3529;20
11876;1
3540;1
3541;10
3537;34
11845;1
10514;1
2204;3
3535;44
11846;1
10515;3
3536;11
11847;3
2202;1
10517;6
2200;2
10519;2
933;1
4862;1
4865;1
4867;13
4866;4
2208;8
938;9
10512;2
4880;2
4883;1
4882;3
3551;1
3550;2
10524;3
11855;1
3549;8
2218;23
10525;2
10526;2
11858;2
3544;5
10528;3
11859;1
10529;2
942;10
2211;2
3542;1
3543;24
948;5
949;3
19788;2
4891;2
4894;6
11819;5
2232;1
3563;2
3560;7
2230;2
3561;13
3559;6
11822;1
2226;1
951;13
2224;1
11826;1
950;2
3556;3
11827;1
953;3
11828;1
952;9
3554;30
954;6
4884;1
4889;1
4888;2
19798;1
3573;13
2243;49
3574;6
2240;3
2241;9
3570;3
11834;1
960;3
2237;1
11835;2
3569;4
11836;1
962;4
961;1
2236;1
11838;1
3564;11
10508;1
3565;2
10509;3
4896;1
968;6
967;2
4897;1
969;2
4899;1
11830;1
10501;2
3585;78
2254;17
20758;2
2252;6
20759;2
20756;2
3581;1
20757;1
2250;1
6608;3
11801;2
3579;1
970;1
2249;2
2246;4
2247;24
3575;8
3576;1
2245;1
11807;1
6600;1
6601;1
19774;1
19775;1
6620;4
6621;4
2264;1
3595;5
11808;1
2265;14
2262;17
3593;8
2263;2
2260;5
3591;21
2261;1
3590;9
2259;2
2257;6
2258;1
11816;2
986;2
11817;2
2256;3
6612;1
6614;2
6616;1
6618;1
5301;2
6631;1
5300;1
6632;1
2273;3
2271;1
2272;3
993;1
995;1
2268;1
3599;2
994;1
2269;1
997;5
2266;3
996;1
2267;1
3598;2
999;2
998;4
12310;1
12312;1
6628;1
6629;3
5310;6
7971;2
6641;2
7972;7
5312;4
5311;3
2286;183
2280;13
12328;2
2278;1
5303;14
6633;2
6634;6
5302;2
12321;2
7966;1
5304;10
5307;3
7968;1
5306;18
7969;1
12326;1
5309;1
5308;1
7981;1
7982;1
5320;8
7983;3
7984;1
6654;1
7985;1
2297;4
2298;1
6644;3
7975;1
5314;3
5313;1
7976;1
5316;17
7977;1
5315;1
7978;1
7979;1
5317;3
7990;1
21256;1
7991;2
4000;3
21255;1
7994;1
5334;1
7995;1
7996;1
12307;1
5325;3
7987;1
5327;10
7988;1
5326;1
5328;2
4010;3
5341;4
5340;3
21224;3
21221;1
4011;2
21222;1
10572;1
4007;6
7999;2
5339;10
4008;4
5350;1
6680;1
4021;6
5352;1
5351;1
5354;1
9712;2
4022;5
5353;1
6685;1
5356;1
9710;1
5355;1
6687;1
5347;1
6677;2
9705;1
5346;1
5349;1
6679;1
4017;1
5348;1
9709;1
4019;4
9707;1
5361;9
21203;1
6692;1
6693;3
5363;2
5362;7
21202;2
5365;1
5364;1
21200;1
5367;6
21209;1
22530;1
21207;5
6690;1
10557;6
10558;3
10559;3
5358;9
5357;1
6689;1
4029;2
9714;1
9713;2
11883;1
11884;1
21214;1
5372;7
4040;3
5371;11
21212;1
5374;5
21213;4
5373;5
21210;6
9734;1
8402;1
9733;1
5375;4
8401;2
21218;1
21219;2
5370;2
21217;1
10569;6
102;279
106;1
105;1
9727;3
107;2
5368;53
9726;1
10561;5
9725;4
9724;2
10564;2
10566;3
9728;6
10567;2
5383;7
9741;1
5382;7
4051;14
9740;1
5384;2
9745;1
12272;1
4058;33
8412;1
5389;4
5388;3
5381;7
4050;2
5380;7
111;36
110;1
113;10
112;4
115;395
114;3
117;33
116;2
119;7
8407;1
4049;1
8404;9
9735;4
8409;1
8408;1
9739;2
4063;1
8421;1
4062;1
5395;1
4067;1
8425;1
12283;1
9756;1
4066;2
8424;1
4069;1
8423;2
8422;2
12286;1
120;5
4061;5
5392;5
5391;50
122;23
121;122
123;13
9749;1
8418;1
129;182
9748;1
8417;3
4059;3
12289;1
8415;1
7100;1
8430;1
9761;1
9760;1
7102;1
7103;1
8434;1
7104;2
9764;1
4070;1
130;80
4071;1
132;355
135;14
137;371
139;12
8429;1
8428;2
9759;2
12256;4
8426;1
8443;2
8446;1
9776;1
8444;7
7116;1
140;5
4080;8
142;1
143;3
146;54
147;4
149;55
1807;2
8437;1
1803;2
1804;4
8454;2
9785;4
9783;1
8452;1
8458;1
8457;2
9788;1
8456;1
8455;1
156;4
159;23
7117;2
21182;4
7119;1
1817;4
8448;6
21183;1
21181;1
8464;1
8469;6
160;10
8461;2
166;106
1821;1
165;1
21196;2
1827;1
12247;2
1826;1
12248;1
8477;1
170;15
175;30
174;22
177;24
1832;2
176;92
1833;2
179;92
178;17
1838;2
1839;2
1836;5
1834;9
12216;2
1835;3
8487;1
8486;1
8489;5
180;271
182;14
181;51
184;1
8483;1
183;22
186;45
8481;1
185;1
188;12
1843;1
187;257
1841;1
191;1
20736;1
197;43
196;15
198;34
1853;11
1858;1
19748;1
19752;1
19756;1
1867;1
1880;2
20712;1
20710;1
4903;6
1874;64
1875;16
1872;2
4908;10
1870;2
20707;1
1871;1
4900;9
1879;5
4901;1
19726;2
1890;1
1888;1
1884;3
1882;1
19735;1
1889;1
1899;33
4925;2
1897;3
1895;4
1893;2
19707;1
19708;1
3603;1
3604;4
4939;1
3602;3
3600;4
3609;1
3607;1
3608;2
3605;6
3606;1
4934;1
12292;2
12295;1
3614;1
3615;2
3612;1
3613;1
3610;1
3611;1
4942;40
3618;1
4944;2
3619;1
4943;1
3616;1
3617;1
4959;4
3623;1
3622;1
4951;10
4953;5
4952;1
4957;3
