"<?xml version=""1.0"" encoding=""UTF-8""?>Status";Neu transkribiert und ausgezeichnet - zweimal kollationiert;Einmal kollationierter Druckvolltext mit Registerauszeichnung;Transkription noch nicht zugänglich;Einmal kollationierter Druckvolltext mit Registerauszeichnung - teilweise neu transkribiert;Einmal kollationierter Druckvolltext ohne Registerauszeichnung;Neu transkribiert und ausgezeichnet - einmal kollationiert;Druckvolltext noch nicht zugänglich
Anzahl;1821;1465;401;9;61;16;6
